speaker_id	vowel_id	context	F1	F2	F3	F1_glide	F2_glide	F3_glide	
finf04	O		914.643225016131	1148.5201579818624	2405.785360249994
finf04	o		698.1902135379936	1259.3699701806706	2457.2233497232
finf04	E		409.8505919464767	2083.0071303237487	2538.6750823308766
finf04	e		636.069142535777	1880.1206620463379	2576.608832740728
finf04	A		706.6071810558827	1369.9983874691557	2430.7365902040424
finf04	a		919.1036081494368	1463.3348517028044	2364.3598560431096
finf04	E		715.0777589378504	1744.3347865185958	2498.936142964855
finf04	a		879.0546473531904	1364.7912651061724	2259.898427340816
finf04	i		396.669914016606	2362.317158475873	2931.8853560911652
finf04	E		793.5325399269677	1636.5773218186494	2585.9358957374357
finf04	o		508.3702499841356	1352.4542655816335	2506.937912147819
finf04	i		392.58360966534224	2440.4342318752224	3518.5436682910404
finf04	E		746.1477880143894	1769.1644938983432	2658.753416732353
finf04	o		377.3813711283676	1226.9988264870283	2472.8021500395394
finf04	I		297.8707757056688	1741.5885972846713	2453.423180775917
finf04	a		669.189700888651	1389.8525366676568	2256.257619738149
finf04	I		334.3233141814393	2661.3995208070637	3727.2284884569494
finf04	o		582.9342627532915	1292.0593351407288	2425.276861047817
finf04	E		692.8827431421157	1946.7470421681405	2546.3639463038676
finf04	o		574.2162074462029	1275.1382341193123	2757.4530388337885
finf04	i		357.87220930340465	2336.124255986201	3163.993883874975
finf04	E		856.257494332495	1846.0111373184707	2428.030937920266
finf04	o		562.0521118466821	1280.39172162269	2913.2026409522814
finf04	O		488.68176806184096	1139.52858690024	2371.9103133495296
finf04	a		835.9004644719187	1465.0148577828124	2453.5351915438073
finf04	a		675.8004474297162	1764.8573831051467	2643.617543211346
finf04	I		398.3599502427673	2339.5111786541893	2368.8561338623736
finf04	a		667.7934809732861	1607.9776764945395	2421.173787600542
finf04	A		1052.9614065620601	1390.9526877242304	2504.3973705315902
finf04	e		764.9220047994248	1949.0893744457394	2636.111511215965
finf04	a		503.359323277058	1495.5558123005337	2111.1726409415037
finf04	A		1195.2996905418174	1643.2390885855439	2730.8705298167893
finf04	i		355.96322923512076	1422.485978461333	2552.457554829148
finf04	i		409.83242215685556	2243.059637555878	2665.2294234019573
finf04	A		897.139228898136	1295.555553219917	2357.277891317725
finf04	o		641.608046899485	1147.6899035449367	2476.6060981560636
finf04	E		705.6576014380227	1668.4284359661604	2558.4603233041876
finf04	o		542.5082516446778	1359.7556252657812	2128.497454947985
finf04	E		664.0076952834975	1829.2773698239769	2584.3414270642343
finf04	a		785.2029767654187	1561.6247762193289	2652.179373880524
finf04	A		859.6251179209166	1407.9463267712952	2367.1662132175516
finf04	i		332.8961159308874	2324.5582154449125	3035.690449705353
finf04	E		545.6677402595406	1554.1012073690638	2648.9844703988133
finf04	o		416.99608783341967	1329.6614100637587	3185.1189770095975
finf04	i		395.0456440798304	2816.5033415590774	3607.5681033236947
finf04	E		639.8179597398702	1685.512559750559	2592.278057994272
finf04	a		714.87955826321	1358.9692960643629	2561.686507781997
